Date;0.0.2.1.1.1.12.0.0.0.0.0.0.0.0.0.72.0;0.0.2.1.19.1.12.0.0.0.0.0.0.0.0.0.72.0
341-00:45;5142107;1790845
341-01:00;5142137;1790875
341-01:15;5142170;1790908
341-01:30;5142182;1790920
341-01:45;5142200;1790938
341-02:00;5142231;1790969
341-02:15;5142245;1790983
341-02:30;5142259;1790997
341-02:45;5142294;1791032
341-03:00;5142320;1791058
341-03:15;5142331;1791069
341-03:30;5142348;1791086
341-03:45;5142379;1791117
341-04:00;5142398;1791136
341-04:15;5142417;1791155
341-04:30;5142442;1791180
341-04:45;5142468;1791206
341-05:00;5142480;1791218
341-05:15;5142491;1791229
341-05:30;5142527;1791265
341-05:45;5142554;1791292
341-06:00;5142567;1791305
341-06:15;5142588;1791326
341-06:30;5142618;1791356
341-06:45;5142630;1791368
341-07:00;5142643;1791381
341-07:15;5142681;1791419
341-07:30;5142704;1791442
341-07:45;5142716;1791454
341-08:00;5142731;1791469
341-08:15;5142762;1791500
341-08:30;5142778;1791516
341-08:45;5142801;1791539
341-09:00;5142902;1791640
341-09:15;5142980;1791718
341-09:30;5143021;1791759
341-09:45;5143067;1791805
341-10:00;5143093;1791831
341-10:15;5143111;1791849
341-10:30;5143140;1791878
341-10:45;5143154;1791892
341-11:00;5143234;1791972
341-11:15;5143246;1791984
341-11:30;5143259;1791997
341-11:45;5143260;1791998
341-12:00;5143263;1792001
341-12:15;5143275;1792013
341-12:30;5143330;1792068
341-12:45;5143335;1792073
341-13:00;5143358;1792096
341-13:15;5143396;1792134
341-13:30;5143408;1792146
341-13:45;5143427;1792165
341-14:00;5143464;1792202
341-14:15;5143485;1792223
341-14:30;5143511;1792249
341-14:45;5143557;1792295
341-15:00;5143589;1792327
341-15:15;5143611;1792349
341-15:30;5143645;1792383
341-15:45;5143683;1792421
341-16:00;5143715;1792453
341-16:15;5143746;1792484
341-16:30;5143861;1792599
341-16:45;5144303;1793041
341-17:00;5144455;1793193
341-17:15;5144580;1793318
341-17:30;5144687;1793425
341-17:45;5144841;1793579
341-18:00;5144957;1793695
341-18:15;5145063;1793801
341-18:30;5145147;1793885
341-18:45;5145235;1793973
341-19:00;5145329;1794067
341-19:15;5145404;1794142
341-19:30;5145479;1794217
341-19:45;5145566;1794304
341-20:00;5145653;1794391
341-20:15;5145727;1794465
341-20:30;5145813;1794551
341-20:45;5145949;1794687
341-21:00;5146036;1794774
341-21:15;5146118;1794856
341-21:30;5146220;1794958
341-21:45;5146296;1795034
341-22:00;5146376;1795114
341-22:15;5146476;1795214
341-22:30;5146561;1795299
341-22:45;5146684;1795422
341-23:00;5146784;1795522
341-23:15;5146878;1795616
341-23:30;5146953;1795691
341-23:45;5147034;1795772
342-00:00;5147171;1795909
342-00:15;5147240;1795978
342-00:30;5147256;1795994
342-00:45;5147287;1796025
342-01:00;5147308;1796046
342-01:15;5147326;1796064
342-01:30;5147355;1796093
342-01:45;5147383;1796121
342-02:00;5147394;1796132
342-02:15;5147412;1796150
342-02:30;5147451;1796189
342-02:45;5147468;1796206
342-03:00;5147479;1796217
342-03:15;5147510;1796248
342-03:30;5147530;1796268
342-03:45;5147549;1796287
342-04:00;5147576;1796314
342-04:15;5147603;1796341
342-04:30;5147615;1796353
342-04:45;5147630;1796368
342-05:00;5147662;1796400
342-05:15;5147688;1796426
342-05:30;5147700;1796438
342-05:45;5147728;1796466
342-06:00;5147750;1796488
342-06:15;5147761;1796499
342-06:30;5147785;1796523
342-06:45;5147823;1796561
342-07:00;5147836;1796574
342-07:15;5147849;1796587
342-07:30;5147880;1796618
342-07:45;5147898;1796636
342-08:00;5147910;1796648
342-08:15;5147945;1796683
342-08:30;5147975;1796713
342-08:45;5148080;1796818
342-09:00;5148183;1796921
342-09:15;5148308;1797046
342-09:30;5148406;1797144
342-09:45;5148570;1797308
342-10:00;5148721;1797459
342-10:15;5148832;1797570
342-10:30;5148925;1797663
342-10:45;5148991;1797729
342-11:00;5149082;1797820
342-11:15;5149122;1797860
342-11:30;5149131;1797869
342-11:45;5149157;1797895
342-12:00;5149168;1797906
342-12:15;5149183;1797921
342-12:30;5149213;1797951
342-12:45;5149233;1797971
342-13:00;5149241;1797979
342-13:15;5149257;1797995
342-13:30;5149285;1798023
342-13:45;5149300;1798038
342-14:00;5149319;1798057
342-14:15;5149351;1798089
342-14:30;5149372;1798110
342-14:45;5149387;1798125
342-15:00;5149417;1798155
342-15:15;5149449;1798187
342-15:30;5149475;1798213
342-15:45;5149499;1798237
342-16:00;5149537;1798275
342-16:15;5149556;1798294
342-16:30;5149574;1798312
342-16:45;5149611;1798349
342-17:00;5149648;1798386
342-17:15;5149691;1798429
342-17:30;5149840;1798578
342-17:45;5149959;1798697
342-18:00;5150061;1798799
342-18:15;5150170;1798908
342-18:30;5150301;1799039
342-18:45;5150388;1799126
342-19:00;5150467;1799205
342-19:15;5150564;1799302
342-19:30;5150656;1799394
342-19:45;5150735;1799473
342-20:00;5150835;1799573
342-20:15;5150927;1799665
342-20:30;5151004;1799742
342-20:45;5151133;1799871
342-21:00;5151241;1799979
342-21:15;5151331;1800069
342-21:30;5151421;1800159
342-21:45;5151517;1800255
342-22:00;5151606;1800344
342-22:15;5151684;1800422
342-22:30;5151774;1800512
342-22:45;5151935;1800673
342-23:00;5152028;1800766
342-23:15;5152104;1800842
342-23:30;5152201;1800939
342-23:45;5152284;1801022
343-00:00;5152402;1801140
343-00:15;5152820;1801558
343-00:30;5152886;1801624
343-00:45;5153094;1801832
343-01:00;5153133;1801871
343-01:15;5153182;1801920
343-01:30;5153282;1802020
343-01:45;5153702;1802440
343-02:00;5153735;1802473
343-02:15;5153754;1802492
343-02:30;5153766;1802504
343-02:45;5153792;1802530
343-03:00;5153828;1802566
343-03:15;5153839;1802577
343-03:30;5153857;1802595
343-03:45;5153888;1802626
343-04:00;5153901;1802639
343-04:15;5153923;1802661
343-04:30;5153954;1802692
343-04:45;5153975;1802713
343-05:00;5153986;1802724
343-05:15;5154009;1802747
343-05:30;5154043;1802781
343-05:45;5154061;1802799
343-06:00;5154075;1802813
343-06:15;5154106;1802844
343-06:30;5154123;1802861
343-06:45;5154135;1802873
343-07:00;5154171;1802909
343-07:15;5154196;1802934
343-07:30;5154207;1802945
343-07:45;5154224;1802962
343-08:00;5154254;1802992
343-08:15;5154275;1803013
343-08:30;5154291;1803029
343-08:45;5154341;1803079
343-09:00;5154453;1803191
343-09:15;5154504;1803242
343-09:30;5154553;1803291
343-09:45;5154624;1803362
343-10:00;5154727;1803465
343-10:15;5154779;1803517
343-10:30;5154905;1803643
343-10:45;5154971;1803709
343-11:00;5155025;1803763
343-11:15;5155079;1803817
343-11:30;5155111;1803849
343-11:45;5155120;1803858
343-12:00;5155124;1803862
343-12:15;5155176;1803914
343-12:30;5155242;1803980
343-12:45;5155281;1804019
343-13:00;5155344;1804082
343-13:15;5155413;1804151
343-13:30;5155473;1804211
343-13:45;5155616;1804354
343-14:00;5155702;1804440
343-14:15;5155747;1804485
343-14:30;5155779;1804517
343-14:45;5155885;1804623
343-15:00;5155953;1804691
343-15:15;5156007;1804745
343-15:30;5156067;1804805
343-15:45;5156132;1804870
343-16:00;5156201;1804939
343-16:15;5156330;1805068
343-16:30;5156429;1805167
343-16:45;5156536;1805274
343-17:00;5156645;1805383
343-17:15;5156836;1805574
343-17:30;5156974;1805712
343-17:45;5157098;1805836
343-18:00;5157236;1805974
343-18:15;5157375;1806113
343-18:30;5157495;1806233
343-18:45;5157595;1806333
343-19:00;5157715;1806453
343-19:15;5157822;1806560
343-19:30;5157912;1806650
343-19:45;5158010;1806748
343-20:00;5158118;1806856
343-20:15;5158216;1806954
343-20:30;5158313;1807051
343-20:45;5158439;1807177
343-21:00;5158566;1807304
343-21:15;5158667;1807405
343-21:30;5158783;1807521
343-21:45;5158885;1807623
343-22:00;5158972;1807710
343-22:15;5159065;1807803
343-22:30;5159168;1807906
343-22:45;5159310;1808048
343-23:00;5159402;1808140
343-23:15;5159501;1808239
343-23:30;5159589;1808327
343-23:45;5159667;1808405
344-00:00;5159757;1808495
344-00:15;5159898;1808636
344-00:30;5159926;1808664
344-00:45;5159944;1808682
344-01:00;5159975;1808713
344-01:15;5159988;1808726
344-01:30;5160011;1808749
344-01:45;5160042;1808780
344-02:00;5160062;1808800
344-02:15;5160073;1808811
344-02:30;5160097;1808835
344-02:45;5160135;1808873
344-03:00;5160147;1808885
344-03:15;5160163;1808901
344-03:30;5160194;1808932
344-03:45;5160209;1808947
344-04:00;5160231;1808969
344-04:15;5160260;1808998
344-04:30;5160283;1809021
344-04:45;5160295;1809033
344-05:00;5160314;1809052
344-05:15;5160349;1809087
344-05:30;5160368;1809106
344-05:45;5160381;1809119
344-06:00;5160411;1809149
344-06:15;5160432;1809170
344-06:30;5160443;1809181
344-06:45;5160474;1809212
344-07:00;5160504;1809242
344-07:15;5160516;1809254
344-07:30;5160528;1809266
344-07:45;5160560;1809298
344-08:00;5160578;1809316
344-08:15;5160600;1809338
344-08:30;5160625;1809363
344-08:45;5160649;1809387
344-09:00;5160668;1809406
344-09:15;5160780;1809518
344-09:30;5160846;1809584
344-09:45;5160897;1809635
344-10:00;5160937;1809675
344-10:15;5161008;1809746
344-10:30;5161114;1809852
344-10:45;5161168;1809906
344-11:00;5161239;1809977
344-11:15;5161306;1810044
344-11:30;5161477;1810215
344-11:45;5161643;1810381
344-12:00;5161730;1810468
344-12:15;5161882;1810620
344-12:30;5161991;1810729
344-12:45;5162093;1810831
344-13:00;5162181;1810919
344-13:15;5162259;1810997
344-13:30;5162345;1811083
344-13:45;5162447;1811185
344-14:00;5162514;1811252
344-14:15;5162614;1811352
344-14:30;5162796;1811534
344-14:45;5162840;1811578
344-15:00;5162945;1811683
344-15:15;5162997;1811735
344-15:30;5163045;1811783
344-15:45;5163077;1811815
344-16:00;5163114;1811852
344-16:15;5163170;1811908
344-16:30;5163222;1811960
344-16:45;5163260;1811998
344-17:00;5163341;1812079
344-17:15;5163543;1812281
344-17:30;5163661;1812399
344-17:45;5163772;1812510
344-18:00;5163891;1812629
344-18:15;5163985;1812723
344-18:30;5164112;1812850
344-18:45;5164225;1812963
344-19:00;5164331;1813069
344-19:15;5164425;1813163
344-19:30;5164532;1813270
344-19:45;5164630;1813368
344-20:00;5164717;1813455
344-20:15;5164820;1813558
344-20:30;5164922;1813660
344-20:45;5165057;1813795
344-21:00;5165142;1813880
344-21:15;5165246;1813984
344-21:30;5165342;1814080
344-21:45;5165430;1814168
344-22:00;5165529;1814267
344-22:15;5165633;1814371
344-22:30;5165775;1814513
344-22:45;5165883;1814621
344-23:00;5165990;1814728
344-23:15;5166078;1814816
344-23:30;5166162;1814900
344-23:45;5166269;1815007
345-00:00;5166373;1815111
345-00:15;5166469;1815207
345-00:30;5166490;1815228
345-00:45;5166521;1815259
345-01:00;5166542;1815280
345-01:15;5166558;1815296
345-01:30;5166590;1815328
345-01:45;5166608;1815346
345-02:00;5166620;1815358
345-02:15;5166652;1815390
345-02:30;5166682;1815420
345-02:45;5166693;1815431
345-03:00;5166711;1815449
345-03:15;5166742;1815480
345-03:30;5166757;1815495
345-03:45;5166778;1815516
345-04:00;5166808;1815546
345-04:15;5166828;1815566
345-04:30;5166840;1815578
345-04:45;5166862;1815600
345-05:00;5166898;1815636
345-05:15;5166914;1815652
345-05:30;5166928;1815666
345-05:45;5166959;1815697
345-06:00;5166976;1815714
345-06:15;5166989;1815727
345-06:30;5167024;1815762
345-06:45;5167050;1815788
345-07:00;5167061;1815799
345-07:15;5167078;1815816
345-07:30;5167109;1815847
345-07:45;5167129;1815867
345-08:00;5167146;1815884
345-08:15;5167175;1815913
345-08:30;5167198;1815936
345-08:45;5167209;1815947
345-09:00;5167230;1815968
345-09:15;5167328;1816066
345-09:30;5167394;1816132
345-09:45;5167477;1816215
345-10:00;5167534;1816272
345-10:15;5167633;1816371
345-10:30;5167712;1816450
345-10:45;5167805;1816543
345-11:00;5167893;1816631
345-11:15;5167956;1816694
345-11:30;5168012;1816750
345-11:45;5168080;1816818
345-12:00;5168130;1816868
345-12:15;5168271;1817009
345-12:30;5168456;1817194
345-12:45;5168551;1817289
345-13:00;5168638;1817376
345-13:15;5168728;1817466
345-13:30;5168902;1817640
345-13:45;5168996;1817734
345-14:00;5169069;1817807
345-14:15;5169134;1817872
345-14:30;5169182;1817920
345-14:45;5169287;1818025
345-15:00;5169354;1818092
345-15:15;5169402;1818140
345-15:30;5169447;1818185
345-15:45;5169509;1818247
345-16:00;5169577;1818315
345-16:15;5169637;1818375
345-16:30;5169691;1818429
345-16:45;5169781;1818519
345-17:00;5169860;1818598
345-17:15;5169956;1818694
345-17:30;5170321;1819059
345-17:45;5170555;1819293
345-18:00;5170644;1819382
345-18:15;5170741;1819479
345-18:30;5170852;1819590
345-18:45;5170951;1819689
345-19:00;5171039;1819777
345-19:15;5171147;1819885
345-19:30;5171252;1819990
345-19:45;5171336;1820074
345-20:00;5171448;1820186
345-20:15;5171539;1820277
345-20:30;5171626;1820364
345-20:45;5171773;1820511
345-21:00;5171883;1820621
345-21:15;5171974;1820712
345-21:30;5172064;1820802
345-21:45;5172171;1820909
345-22:00;5172263;1821001
345-22:15;5172353;1821091
345-22:30;5172520;1821258
345-22:45;5172621;1821359
345-23:00;5172705;1821443
345-23:15;5172797;1821535
345-23:30;5172897;1821635
345-23:45;5172991;1821729
346-00:00;5173118;1821856
346-00:15;5173215;1821953
346-00:30;5173248;1821986
346-00:45;5173260;1821998
346-01:00;5173296;1822034
346-01:15;5173324;1822062
346-01:30;5173336;1822074
346-01:45;5173356;1822094
346-02:00;5173387;1822125
346-02:15;5173403;1822141
346-02:30;5173422;1822160
346-02:45;5173453;1822191
346-03:00;5173473;1822211
346-03:15;5173484;1822222
346-03:30;5173508;1822246
346-03:45;5173546;1822284
346-04:00;5173558;1822296
346-04:15;5173573;1822311
346-04:30;5173604;1822342
346-04:45;5173620;1822358
346-05:00;5173636;1822374
346-05:15;5173670;1822408
346-05:30;5173694;1822432
346-05:45;5173707;1822445
346-06:00;5173726;1822464
346-06:15;5173757;1822495
346-06:30;5173778;1822516
346-06:45;5173792;1822530
346-07:00;5173822;1822560
346-07:15;5173842;1822580
346-07:30;5173854;1822592
346-07:45;5173958;1822696
346-08:00;5174014;1822752
346-08:15;5174025;1822763
346-08:30;5174037;1822775
346-08:45;5174068;1822806
346-09:00;5174086;1822824
346-09:15;5174101;1822839
346-09:30;5174132;1822870
346-09:45;5174156;1822894
346-10:00;5174163;1822901
346-10:15;5174169;1822907
346-10:30;5174193;1822931
346-10:45;5174207;1822945
346-11:00;5174219;1822957
346-11:15;5174240;1822978
346-11:30;5174256;1822994
346-11:45;5174261;1822999
346-12:00;5174272;1823010
346-12:15;5174298;1823036
346-12:30;5174309;1823047
346-12:45;5174316;1823054
346-13:00;5174338;1823076
346-13:15;5174352;1823090
346-13:30;5174357;1823095
346-13:45;5174376;1823114
346-14:00;5174406;1823144
346-14:15;5174412;1823150
346-14:30;5174419;1823157
346-14:45;5174447;1823185
346-15:00;5174462;1823200
346-15:15;5174473;1823211
346-15:30;5174507;1823245
346-15:45;5174532;1823270
346-16:00;5174543;1823281
346-16:15;5174559;1823297
346-16:30;5174593;1823331
346-16:45;5174639;1823377
346-17:00;5174756;1823494
346-17:15;5174881;1823619
346-17:30;5175265;1824003
346-17:45;5175865;1824603
346-18:00;5176316;1825054
346-18:15;5176584;1825322
346-18:30;5176713;1825451
346-18:45;5176835;1825573
346-19:00;5176971;1825709
346-19:15;5177076;1825814
346-19:30;5177169;1825907
346-19:45;5177282;1826020
346-20:00;5177399;1826137
346-20:15;5177519;1826257
346-20:30;5177684;1826422
346-20:45;5177799;1826537
346-21:00;5177890;1826628
346-21:15;5178000;1826738
346-21:30;5178113;1826851
346-21:45;5178206;1826944
346-22:00;5178298;1827036
346-22:15;5178404;1827142
346-22:30;5178556;1827294
346-22:45;5178649;1827387
346-23:00;5178744;1827482
346-23:15;5178849;1827587
346-23:30;5178936;1827674
346-23:45;5179034;1827772
347-00:00;5179155;1827893
347-00:15;5179291;1828029
347-00:30;5179332;1828070
347-00:45;5179355;1828093
347-01:00;5179383;1828121
347-01:15;5179406;1828144
347-01:30;5179421;1828159
347-01:45;5179453;1828191
347-02:00;5179469;1828207
347-02:15;5179481;1828219
347-02:30;5179511;1828249
347-02:45;5179542;1828280
347-03:00;5179554;1828292
347-03:15;5179571;1828309
347-03:30;5179602;1828340
347-03:45;5179615;1828353
347-04:00;5179635;1828373
347-04:15;5179667;1828405
347-04:30;5179688;1828426
347-04:45;5179699;1828437
347-05:00;5179720;1828458
347-05:15;5179749;1828487
347-05:30;5179772;1828510
347-05:45;5179785;1828523
347-06:00;5179817;1828555
347-06:15;5179835;1828573
347-06:30;5179846;1828584
347-06:45;5179871;1828609
347-07:00;5179908;1828646
347-07:15;5179919;1828657
347-07:30;5179933;1828671
347-07:45;5179964;1828702
347-08:00;5179980;1828718
347-08:15;5179993;1828731
347-08:30;5180028;1828766
347-08:45;5180053;1828791
347-09:00;5180065;1828803
347-09:15;5180079;1828817
347-09:30;5180106;1828844
347-09:45;5180143;1828881
347-10:00;5181051;1829789
347-10:15;5182008;1830746
347-10:30;5182549;1831287
347-10:45;5182674;1831412
347-11:00;5182755;1831493
347-11:15;5182923;1831661
347-11:30;5183156;1831894
347-11:45;5183449;1832187
347-12:00;5183560;1832298
347-12:15;5183697;1832435
347-12:30;5183750;1832488
347-12:45;5183806;1832544
347-13:00;5183849;1832587
347-13:15;5183853;1832591
347-13:30;5183870;1832608
347-13:45;5183896;1832634
347-14:00;5183903;1832641
347-14:15;5183909;1832647
347-14:30;5183932;1832670
347-14:45;5183955;1832693
347-15:00;5183966;1832704
347-15:15;5183987;1832725
347-15:30;5184012;1832750
347-15:45;5184023;1832761
347-16:00;5184043;1832781
347-16:15;5184080;1832818
347-16:30;5184109;1832847
347-16:45;5184130;1832868
347-17:00;5184257;1832995
347-17:15;5184596;1833334
347-17:30;5184823;1833561
347-17:45;5184912;1833650
347-18:00;5185010;1833748
347-18:15;5185076;1833814
347-18:30;5185108;1833846
347-18:45;5185153;1833891
347-19:00;5185186;1833924
347-19:15;5185210;1833948
347-19:30;5185244;1833982
347-19:45;5185294;1834032
347-20:00;5185321;1834059
347-20:15;5185347;1834085
347-20:30;5185391;1834129
347-20:45;5185422;1834160
347-21:00;5185602;1834340
347-21:15;5185723;1834461
347-21:30;5185840;1834578
347-21:45;5185940;1834678
347-22:00;5186048;1834786
347-22:15;5186162;1834900
347-22:30;5186269;1835007
347-22:45;5186367;1835105
347-23:00;5186477;1835215
347-23:15;5186569;1835307
347-23:30;5186660;1835398
347-23:45;5186807;1835545
348-00:00;5186897;1835635
348-00:15;5187180;1835918
348-00:30;5187349;1836087
348-00:45;5187574;1836312
348-01:00;5187612;1836350
348-01:15;5187648;1836386
348-01:30;5187696;1836434
348-01:45;5188117;1836855
348-02:00;5188199;1836937
348-02:15;5188229;1836967
348-02:30;5188261;1836999
348-02:45;5188273;1837011
348-03:00;5188291;1837029
348-03:15;5188322;1837060
348-03:30;5188338;1837076
348-03:45;5188357;1837095
348-04:00;5188387;1837125
348-04:15;5188408;1837146
348-04:30;5188419;1837157
348-04:45;5188444;1837182
348-05:00;5188481;1837219
348-05:15;5188492;1837230
348-05:30;5188504;1837242
348-05:45;5188538;1837276
348-06:00;5188558;1837296
348-06:15;5188579;1837317
348-06:30;5188603;1837341
348-06:45;5188629;1837367
348-07:00;5188640;1837378
348-07:15;5188657;1837395
348-07:30;5188699;1837437
348-07:45;5188713;1837451
348-08:00;5188724;1837462
348-08:15;5188752;1837490
348-08:30;5188776;1837514
348-08:45;5188795;1837533
348-09:00;5188830;1837568
348-09:15;5189290;1838028
348-09:30;5189445;1838183
348-09:45;5189559;1838297
348-10:00;5189632;1838370
348-10:15;5189675;1838413
348-10:30;5189688;1838426
348-10:45;5189710;1838448
348-11:00;5189738;1838476
348-11:15;5189750;1838488
348-11:30;5189769;1838507
348-11:45;5189806;1838544
348-12:00;5189821;1838559
348-12:15;5189828;1838566
348-12:30;5189859;1838597
348-12:45;5189952;1838690
348-13:00;5190018;1838756
348-13:15;5190042;1838780
348-13:30;5190074;1838812
348-13:45;5190091;1838829
348-14:00;5190102;1838840
348-14:15;5190131;1838869
348-14:30;5190169;1838907
348-14:45;5190187;1838925
348-15:00;5190216;1838954
348-15:15;5190256;1838994
348-15:30;5190280;1839018
348-15:45;5190307;1839045
348-16:00;5190421;1839159
348-16:15;5190479;1839217
348-16:30;5190509;1839247
348-16:45;5190589;1839327
348-17:00;5190720;1839458
348-17:15;5190909;1839647
348-17:30;5191058;1839796
348-17:45;5191195;1839933
348-18:00;5191298;1840036
348-18:15;5191383;1840121
348-18:30;5191496;1840234
348-18:45;5191597;1840335
348-19:00;5191684;1840422
348-19:15;5191785;1840523
348-19:30;5191880;1840618
348-19:45;5191958;1840696
348-20:00;5192066;1840804
348-20:15;5192160;1840898
348-20:30;5192241;1840979
348-20:45;5192383;1841121
348-21:00;5192484;1841222
348-21:15;5192576;1841314
348-21:30;5192677;1841415
348-21:45;5192776;1841514
348-22:00;5192859;1841597
348-22:15;5192956;1841694
348-22:30;5193113;1841851
348-22:45;5193204;1841942
348-23:00;5193294;1842032
348-23:15;5193396;1842134
348-23:30;5193480;1842218
348-23:45;5193564;1842302
349-00:00;5193706;1842444
349-00:15;5193745;1842483
349-00:30;5193762;1842500
349-00:45;5193797;1842535
349-01:00;5193819;1842557
349-01:15;5193834;1842572
349-01:30;5193865;1842603
349-01:45;5193900;1842638
349-02:00;5193916;1842654
349-02:15;5193941;1842679
349-02:30;5193972;1842710
349-02:45;5193985;1842723
349-03:00;5194002;1842740
349-03:15;5194034;1842772
349-03:30;5194063;1842801
349-03:45;5194076;1842814
349-04:00;5194103;1842841
349-04:15;5194127;1842865
349-04:30;5194139;1842877
349-04:45;5194158;1842896
349-05:00;5194190;1842928
349-05:15;5194214;1842952
349-05:30;5194226;1842964
349-05:45;5194256;1842994
349-06:00;5194276;1843014
349-06:15;5194288;1843026
349-06:30;5194312;1843050
349-06:45;5194338;1843076
349-07:00;5194359;1843097
349-07:15;5194373;1843111
349-07:30;5194405;1843143
349-07:45;5194424;1843162
349-08:00;5194437;1843175
349-08:15;5194461;1843199
349-08:30;5194493;1843231
349-08:45;5194637;1843375
349-09:00;5194723;1843461
349-09:15;5194817;1843555
349-09:30;5194890;1843628
349-09:45;5194966;1843704
349-10:00;5195025;1843763
349-10:15;5195161;1843899
349-10:30;5195212;1843950
349-10:45;5195262;1844000
349-11:00;5195304;1844042
349-11:15;5195327;1844065
349-11:30;5195367;1844105
349-11:45;5195424;1844162
349-12:00;5195456;1844194
349-12:15;5195476;1844214
349-12:30;5195524;1844262
349-12:45;5195582;1844320
349-13:00;5195648;1844386
349-13:15;5195738;1844476
349-13:30;5195811;1844549
349-13:45;5195926;1844664
349-14:00;5196006;1844744
349-14:15;5196164;1844902
349-14:30;5196227;1844965
349-14:45;5196275;1845013
349-15:00;5196393;1845131
349-15:15;5196512;1845250
349-15:30;5196560;1845298
349-15:45;5196626;1845364
349-16:00;5196699;1845437
349-16:15;5196766;1845504
349-16:30;5196844;1845582
349-16:45;5196992;1845730
349-17:00;5197071;1845809
349-17:15;5197153;1845891
349-17:30;5197261;1845999
349-17:45;5197362;1846100
349-18:00;5197452;1846190
349-18:15;5197556;1846294
349-18:30;5197670;1846408
349-18:45;5197758;1846496
349-19:00;5197853;1846591
349-19:15;5197957;1846695
349-19:30;5198046;1846784
349-19:45;5198137;1846875
349-20:00;5198240;1846978
349-20:15;5198332;1847070
349-20:30;5198415;1847153
349-20:45;5198555;1847293
349-21:00;5198670;1847408
349-21:15;5198757;1847495
349-21:30;5198844;1847582
349-21:45;5198948;1847686
349-22:00;5199040;1847778
349-22:15;5199127;1847865
349-22:30;5199287;1848025
349-22:45;5199383;1848121
349-23:00;5199470;1848208
349-23:15;5199558;1848296
349-23:30;5199662;1848400
349-23:45;5199761;1848499
350-00:00;5199845;1848583
350-00:15;5199982;1848720
350-00:30;5200032;1848770
350-00:45;5200063;1848801
350-01:00;5200086;1848824
350-01:15;5200117;1848855
350-01:30;5200149;1848887
350-01:45;5200163;1848901
350-02:00;5200189;1848927
350-02:15;5200231;1848969
350-02:30;5200247;1848985
350-02:45;5200270;1849008
350-03:00;5200301;1849039
350-03:15;5200318;1849056
350-03:30;5200347;1849085
350-03:45;5200380;1849118
350-04:00;5200400;1849138
350-04:15;5200416;1849154
350-04:30;5200447;1849185
350-04:45;5200475;1849213
350-05:00;5200494;1849232
350-05:15;5200526;1849264
350-05:30;5200551;1849289
350-05:45;5200564;1849302
350-06:00;5200595;1849333
350-06:15;5200630;1849368
350-06:30;5200642;1849380
350-06:45;5200672;1849410
350-07:00;5200698;1849436
350-07:15;5200710;1849448
350-07:30;5200743;1849481
350-07:45;5200777;1849515
350-08:00;5200788;1849526
350-08:15;5200815;1849553
350-08:30;5200845;1849583
350-08:45;5200865;1849603
350-09:00;5200935;1849673
350-09:15;5201082;1849820
350-09:30;5201133;1849871
350-09:45;5201203;1849941
350-10:00;5201268;1850006
350-10:15;5201378;1850116
350-10:30;5201488;1850226
350-10:45;5201576;1850314
350-11:00;5201649;1850387
350-11:15;5201754;1850492
350-11:30;5201860;1850598
350-11:45;5201959;1850697
350-12:00;5202351;1851089
350-12:15;5202776;1851514
350-12:30;5202998;1851736
350-12:45;5203112;1851850
350-13:00;5203224;1851962
350-13:15;5203300;1852038
350-13:30;5203324;1852062
350-13:45;5203367;1852105
350-14:00;5203399;1852137
350-14:15;5203429;1852167
350-14:30;5203477;1852215
350-14:45;5203510;1852248
350-15:00;5203533;1852271
350-15:15;5203575;1852313
350-15:30;5203614;1852352
350-15:45;5203728;1852466
350-16:00;5203787;1852525
350-16:15;5203843;1852581
350-16:30;5203910;1852648
350-16:45;5203983;1852721
350-17:00;5204085;1852823
350-17:15;5204193;1852931
350-17:30;5204285;1853023
350-17:45;5204681;1853419
350-18:00;5204916;1853654
350-18:15;5205008;1853746
350-18:30;5205108;1853846
350-18:45;5205212;1853950
350-19:00;5205311;1854049
350-19:15;5205413;1854151
350-19:30;5205518;1854256
350-19:45;5205604;1854342
350-20:00;5205691;1854429
350-20:15;5205798;1854536
350-20:30;5205891;1854629
350-20:45;5206022;1854760
350-21:00;5206135;1854873
350-21:15;5206226;1854964
350-21:30;5206319;1855057
350-21:45;5206418;1855156
350-22:00;5206588;1855326
350-22:15;5206669;1855407
350-22:30;5206769;1855507
350-22:45;5206863;1855601
350-23:00;5206942;1855680
350-23:15;5207027;1855765
350-23:30;5207127;1855865
350-23:45;5207245;1855983
351-00:00;5207300;1856038
351-00:15;5207338;1856076
351-00:30;5207364;1856102
351-00:45;5207377;1856115
351-01:00;5207400;1856138
351-01:15;5207434;1856172
351-01:30;5207452;1856190
351-01:45;5207466;1856204
351-02:00;5207497;1856235
351-02:15;5207516;1856254
351-02:30;5207538;1856276
351-02:45;5207563;1856301
351-03:00;5207590;1856328
351-03:15;5207602;1856340
351-03:30;5207620;1856358
351-03:45;5207659;1856397
351-04:00;5207676;1856414
351-04:15;5207688;1856426
351-04:30;5207714;1856452
351-04:45;5207744;1856482
351-05:00;5207764;1856502
351-05:15;5207780;1856518
351-05:30;5207811;1856549
351-05:45;5207827;1856565
351-06:00;5207842;1856580
351-06:15;5207874;1856612
351-06:30;5207956;1856694
351-06:45;5208007;1856745
351-07:00;5208031;1856769
351-07:15;5208061;1856799
351-07:30;5208080;1856818
351-07:45;5208095;1856833
351-08:00;5208126;1856864
351-08:15;5208142;1856880
351-08:30;5208154;1856892
351-08:45;5208190;1856928
351-09:00;5208214;1856952
