CBP;DOMAIN;device;Device;Ger?;;;;
DMC;DOMAIN;SecurityMessage.remoteconversionparametersconfigseal.breaktime;Remote conversion parameters configuration seal break time;Aufbruchzeit des Fernkonvertierungs-Parameter-Konfig-Siegels;;;;;
DMC;DOMAIN;ZigBeeConfigurationDeviceMessage.JoinZigBeeSlaveFromDeviceType;Join ZigBee slave device;Mit ZigBee-Nebenger?verbinden;;;;;
DMC;DOMAIN;ACE4000ConfigurationMessages.SPECIAL_BILLING_REGISTER_RECORDING;Special billing register recording: enable (1) or disable (0);Spezielle Aufzeichnung des Abrechnungsregisters: (1) aktivieren oder (0) deaktivieren;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.WRITE_CONTRACTS_FROM_XML_USERFILE;Write contracts from XML file;Ausgehend von der XML-Userdatei einen Vertrag schreiben.;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.ConfigureMasterBoardParameters;Configure masterboard parameters;Parameter f?ie Hauptplatine konfigurieren;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.ConfigureStartOfGasDaySettings;Configure start of gas day settings;Einstellungen f?nfangsdatum von Gas konfigurieren;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.UploadSwitchPointClockSettings;Upload switch point clock settings;Schaltpunkt-Uhr-Einstellungen hochladen.;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.switchpointclockupdatesettings;Switchpoint clock update settings;Einstellungen f?ie Aktualisierung des Taktgebers f?chaltpunkte;;;;;
DMC;DOMAIN;LoadBalanceDeviceMessage.SetDemandCloseToContractPowerThreshold;Set threshold for demand close to contract power;Grenzwert f?ie Anforderung nahe am Vertragsstrom festlegen ...;;x;;;
DMC;DOMAIN;LoadBalanceDeviceMessage.parameters.emergencyprofilegroupidlist;Emergency profile group ID list;Notfallprofil f?ruppenkennungsliste;;;;;
DMC;DOMAIN;PLCConfigurationDeviceMessage.IDISCreditManagementConfiguration;IDIS Credit management configuration;IDIS Konfiguration der Guthabenverwaltung;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.SELECTION_OF_12_LINES_IN_TOU_TABLE;Send 12 lines from TOU table;12 Zeilen aus der Nutzungszeittabelle senden;;;;;
DMC;DOMAIN;AlarmConfigurationMessage.WRITE_FILTER_FOR_ALARM_REGISTER_1_OR_2;Write alarm filter;Filter der Alarmmeldung schreiben;;;;;
DMC;DOMAIN;AlarmConfigurationMessage.WRITE_FILTER_FOR_SINGLE_ALARM_REGISTER;Write filter for single alarm register;Filter f?inzelnes Register f?larmmeldungen schreiben;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.ConfigureBillingPeriodStartDate;Configure billing period start date;Anfangsdatum des Abrechnungszeitraums konfigurieren;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.ENABLE_PUSH_ON_INTERVAL_OBJECTS;Write execution time for push on interval;Ausf?ngszeit f?as intervallm?ge Einlesen in den Stapelspeicher schreiben;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.COPY_ACTIVE_FIRMWARE_TO_INACTIVE_PARTITION;Copy active firmware to inactive partition;Aktive Firmware auf inaktive Partition kopieren;;;;;
DMC;DOMAIN;NetworkConnectivityMessage.EnableNetworkInterfacesForSetupObject;Enable network interfaces for setup object;Netzwerkschnittstellen f?inzurichtendes Objekt aktivieren;;;;;
DMC;DOMAIN;PLCConfigurationDeviceMessage.SetBeaconRandomizationWindowLength;Set beacon randomization window length;Beacon-Randomisierungs-Fensterl?e festlegen.;;;;;
DMC;DOMAIN;PowerConfigurationDeviceMessage.SetLongPowerFailureTimeThreshold;Set long power failure time threshold;Grenzwert f?ange Netzausfallzeit festlegen.;;x;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.SPECIAL_DAY_CALENDAR_SEND_WITH_TYPE;Send special days calendar with type;Sondertage-Kalender mit Typ versenden.;;;;;
DMC;DOMAIN;AlarmConfigurationMessage.FULLY_CONFIGURE_PUSH_EVENT_NOTIFICATION;Configure push event notifications;Push-Ereignisbenachrichtigungen konfigurieren;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.CHANGE_OF_SUPPLIER_EXPORT_ENERGY;Set Supplier A-;Lieferanten A- einstellen;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.CHANGE_OF_SUPPLIER_IMPORT_ENERGY;Set Supplier A+;Lieferanten A+ einstellen;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.ConfigureGeneralLocalPortReadout;Configure general local port readout;Allgemeines Auslesen des lokalen Ports konfigurieren;;;;;
DMC;DOMAIN;LoadBalanceDeviceMessage.CLEAR_LOAD_LIMIT_CONFIGURATION_FOR_GROUP;Clear load limit configuration for group;Lastgrenzkonfiguration f?ie Gruppe l?en.;;;;;
DMC;DOMAIN;NetworkConnectivityMessage.ADD_MANAGED_PHONENUMBERS_TO_WHITE_LIST;Add managed phonenumbers to white list;Verwaltete Telefonnummern zur Positivliste hinzuf?.;;;;;
DMC;DOMAIN;SecurityMessage.CHANGE_AUTHENTICATION_KEY_WITH_NEW_KEY_FOR_CLIENT;Change authentication key with new keys, for client;Authentifizierungsschl?l mit neuen Schl?ln f?inen Client ?ern;;;;;
DMC;DOMAIN;SecurityMessage.SET_REQUIRED_PROTECTION_FOR_DATA_PROTECTION_SETUP;Set required protection for data protection setup;Erforderlichen Schutz f?atenschutzeinstellung einstellen;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.ACTIVITY_CALENDER_FULL_CALENDAR_SEND;Send full calendar;Vollst?igen Kalender senden;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.ACTIVITY_CALENDER_SEND_WITH_DATETIME;Send activity calendar with activation date;Aktivit?nkalender mit Aktivierungsdatum senden.;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.ConfigureLoadProfileDataRecording;Configure load profile data recording;Datenaufzeichnung des Lastprofils konfigurieren;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.UPGRADE_FIRMWARE_WITH_USER_FILE_AND_ACTIVATE;Upload firmware with activation date;Firmware mit Aktivierungsdatum hochladen;;;;;
DMC;DOMAIN;LoadBalanceDeviceMessage.CONFIGURE_LOAD_LIMIT_PARAMETERS_FOR_GROUP;Configure load limit parameters for group;Die Lastgrenzparameter f?ie Gruppe konfigurieren.;;;;;
DMC;DOMAIN;LoadBalanceDeviceMessage.parameters.emergencyProfileActivationDate;Emergency profile activation date;Notfallprofil-Aktivierungsdatum;;;;;
DMC;DOMAIN;PLCConfigurationDeviceMessage.SetBroadCastLogTableEntryTTLVersion1;;;;;;;
DMC;DOMAIN;PLCConfigurationDeviceMessage.synchronization_confirmation_timeout;Synchronization confirmation timeout;Best?gung der Zeitbegrenzung f?ynchronisation;;;;;
DMC;DOMAIN;UplinkConfigurationDeviceMessage.WriteUplinkPingDestinationAddress;Write destination address for uplink ping;Zieladresse f?plink-Ping schreiben;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.SetCalorificValueAndActivationDate;Set conversion factor and activation date;Umwandlungsfaktor und Aktivierungsdatum einstellen;;;;;
DMC;DOMAIN;WavenisDeviceMessage.WavenisRestoreDatabasesUsingEIServerMasterdata;Restore local (route & bubble up) and root database using EIServer master data;Lokale Datenbanken (bidirektional & unidirektional) und Ausgangsdatenbank aus EIServer-Stammdaten wiederherstellen;;;;;
DMC;DOMAIN;AlarmConfigurationMessage.RESET_DESCRIPTOR_FOR_ALARM_REGISTER_1_OR_2;Reset alarm descriptor;Deskriptor f?larmmeldung zur?etzen;;;;;
DMC;DOMAIN;AlarmConfigurationMessage.RESET_DESCRIPTOR_FOR_SINGLE_ALARM_REGISTER;Reset descriptor for single alarm register;Deskriptor f?inzelnes Register f?larmmeldungen zur?etzen;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.FIRMWARE_IMAGE_ACTIVATION_WITH_DATA_PROTECTION;Firmware image activation with data protection;Aktivierung des Firmwareabbilds mit Datenschutz;;;;;
DMC;DOMAIN;LoadBalanceDeviceMessage.CONFIGURE_LOAD_LIMIT_THRESHOLD_AND_DURATION;Configure the load limit threshold and duration;Lastgrenz-Grenzwert und Dauer konfigurieren;;x;;;
DMC;DOMAIN;SecurityMessage.CHANGE_MASTER_KEY_WITH_NEW_KEY_FOR_PREDEFINED_CLIENT;Change master key with new keys for predefined client;Hauptschl?l f?ordefinierten Client mit neuen Schl?ln ?ern;;;;;
DMC;DOMAIN;ZigBeeConfigurationDeviceMessage.ZigBeeNCPFirmwareUpdateWithUserFile;ZigBee NCP firmware update with file;ZigBee-NCP-Firmware-Aktualisierung mit Userdatei;;;;;
DMC;DOMAIN;AlarmConfigurationMessage.CONFIGURE_PUSH_EVENT_NOTIFICATION_CIPHERING;Configure push event notification ciphering;Chiffrierung der Push-Ereignisbenachrichtigungen konfigurieren;;;;;
DMC;DOMAIN;AlarmConfigurationMessage.CONFIGURE_PUSH_EVENT_SEND_TEST_NOTIFICATION;Configure push event send test notification;Senden einer Testnachricht f?ush-Ereignisbenachrichtigungen konfigurieren;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.CHANGE_OF_TENANT_AND_ACTIVATION_DATE;Set tenant and activation date;Mieter und Aktivierungsdatum einstellen;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.SET_ENGINEER_PIN_AND_ACTIVATION_DATE;Set Engineer PIN and activation date;Techniker-PIN und Aktivierungsdatum einstellen;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.SetConversionFactorAndActivationDate;Set conversion factor and activation date;Umwandlungsfaktor und Aktivierungsdatum einstellen;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.UploadSwitchPointClockUpdateSettings;Upload switch point clock update settings;Schaltpunkt-Uhr-Aktualisierungseinstellungen hochladen.;;;;;
DMC;DOMAIN;ContactorDeviceMessage.CONTACTOR_OPEN_WITH_OUTPUT_AND_ACTIVATION_DATE;Open contactor with output ID and activation date;Sch?mit Ausgangskennung und Aktivierungsdatum ?en;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.START_MULTICAST_BLOCK_TRANSFER_TO_SLAVE_DEVICES;Start multicast block transfer;Multicast-Block?tragung starten;;;;;
DMC;DOMAIN;ZigBeeConfigurationDeviceMessage.ChangeZigBeeHANStartupAttributeSetup;Change ZigBee HAN startup attribute setup;ZigBee-HAN-Startup-Attributeinstellungen bearbeiten.;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.ACTIVITY_CALENDAR_WITH_DATETIME_FROM_XML;Send activity calendar from XML, with activation date;Aktivit?nkalender mit Aktivierungsdatum aus XML-Datei senden;;;;;
DMC;DOMAIN;ContactorDeviceMessage.CONTACTOR_CLOSE_WITH_OUTPUT_AND_ACTIVATION_DATE;Close contactor with output ID and activation date;Sch?mit Ausgangskennung und Aktivierungsdatum schlie?n;;;;;
DMC;DOMAIN;LoadProfileMessage.WRITE_MEASUREMENT_PERIOD_3_FOR_INSTANTANEOUS_VALUES;Write measurement period 3 for instantaneous values;Messzeitraum 3 f?ugenblickswerte schreiben;;;;;
DMC;DOMAIN;ACE4000ConfigurationMessages.ACTIVE_REGISTERS_0_OR_REACTIVE_REGISTERS_1;Active registers (0) or reactive registers (1);Aktive Register (0) oder reaktive Register (1);;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.ACTIVITY_CALENDER_FULL_CALENDAR_WITH_DATE;Send full calendar with activation date;Vollst?igen Kalender mit Aktivierungsdatum senden;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.CHANGE_OF_SUPPLIER_AND_ACTIVATION_DATE;Set Supplier and activation date;Lieferanten und Aktivierungsdatum einstellen;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.TRANSFER_SLAVE_FIRMWARE_FILE_TO_DATA_CONCENTRATOR;Transfer slave firmware file;Firmwaredatei des Nebenger? ?tragen;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.UPGRADE_FIRMWARE_WITH_USER_FILE_AND_RESUME_OPTION;Upload firmware with resume option and activate immediately;Firmware mit Fortsetzungsoption hochladen und sofort aktivieren;;;;;
DMC;DOMAIN;PLCConfigurationDeviceMessage.SetBroadCastLogTableEntryTTLAttributeName;Set broadcast log table entry TTL;Broadcast-Protokoll-Tabelleneintrags-TTL-Attributnamen festlegen.;;;;;
DMC;DOMAIN;WavenisDeviceMessage.WavenisUpdateEIServerMasterdataUsingLocalDatabases;Update EIServer master data using the local (route & bubble up) databases;EIServer-Stammdaten aus den lokalen Datenbanken (bidirektional & unidirektional) aktualisieren;;;;;
DMC;DOMAIN;ACE4000ConfigurationMessages.SPECIAL_BILLING_REGISTER_RECORDING_INTERVAL;Special billing register recording: interval (0: hourly, 1: daily, 2: monthly);Spezielle Aufzeichnung des Abrechnungsregisters: Intervall (0: st?ich, 1: t?ich, 2: monatlich);;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.ConfigureConsumptionLimitationsSettings;Configure consumption limitation settings;Einstellungen der Verbrauchsgrenzwerte konfigurieren;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.ConfigureEmergencyConsumptionLimitation;Configure emergency consumption limitation;Notfall-Verbrauchsgrenzwerte konfigurieren;;;;;
DMC;DOMAIN;LoadBalanceDeviceMessage.CONFIGURE_LOAD_LIMIT_PARAMETERS_ATTRIBUTES_4TO9;Configure basic load limit parameters;Standardparameter f?astgrenzwert konfigurieren;;;;;
DMC;DOMAIN;LoadBalanceDeviceMessage.CONFIGURE_SUPERVISION_MONITOR_FOR_IMPORT_EXPORT;Configure supervision monitor thresholds;Grenzwerte f?berwachungsmonitor konfigurieren;;x;;;
DMC;DOMAIN;SecurityMessage.CHANGE_ENCRYPTION_KEY_WITH_NEW_KEY_FOR_PREDEFINED_CLIENT;Change encryption key with new keys for predefined client;Chiffrierschl?l mit neuen Schl?ln f?inen vordefinierten Client ?ern;;;;;
DMC;DOMAIN;ContactorDeviceMessage.REMOTE_CONNECT_WITH_DATA_PROTECTION_AND_ACTIVATION;Remote connect with data protection and activation date;Remote-Verbindungsaufbau mit Datenschutz und Aktivierungsdatum;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.CONFIGURE_MULTICAST_BLOCK_TRANSFER_TO_SLAVE_DEVICES;Configure multicast block transfer;Multicast-Block?tragung konfigurieren;;;;;
DMC;DOMAIN;SecurityMessage.CHANGE_ENCRYPTION_KEY_USING_SERVICE_KEY_AND_NEW_PLAIN_KEY;Change encryption key using service key and new plain key;Chiffrierschl?l unter Verwendung des Dienstschl?ls und des neuen einfachen Schl?ls ?ern;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.SPECIAL_DAY_CALENDAR_SEND_FROM_XML_USER_FILE;Send special days calendar from XML file;Sondertage-Kalender aus XML-Datei senden;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.UPGRADE_FIRMWARE_WITH_USER_FILE_AND_IMAGE_IDENTIFIER;Upload firmware with file and image identifier;Firmware mit Datei und Bildbezeichnung hochladen;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.UPGRADE_FIRMWARE_WITH_USER_FILE_VERSION_AND_ACTIVATE;Upload firmware with version and activation date;Firmware mit Version und Aktivierungsdatum hochladen;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.ACTIVITY_CALENDER_FULL_CALENDAR_WITH_DATETIME;Send full calendar with activation date;Vollst?igen Kalender mit Aktivierungsdatum senden;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.ACTIVITY_CALENDER_SEND_WITH_DATETIME_AND_TYPE;Send activity calendar with activation date and type;Aktivit?nkalender mit Aktivierungsdatum und Typ senden.;;;;;
DMC;DOMAIN;MBusSetupDeviceMessage.InstallWirelessMbusDeviceForGivenMeterIdentification;Install wireless MBus device for given meter identification;MBus-Funkger? f?estimmte Messger?identifizierung installieren;;;;;
DMC;DOMAIN;AlarmConfigurationMessage.CONFIGURE_PUSH_EVENT_NOTIFICATION_SEND_DESTINATION;Configure push event notification destination;Zielort der Push-Ereignisbenachrichtigungen konfigurieren;;;;;
DMC;DOMAIN;ContactorDeviceMessage.REMOTE_DISCONNECT_WITH_DATA_PROTECTION_AND_ACTIVATION;Remote disconnect with data protection and activation date;Remote-Verbindungstrennung mit Datenschutz und Aktivierungsdatum;;;;;
DMC;DOMAIN;SecurityMessage.CHANGE_AUTHENTICATION_KEY_WITH_NEW_KEY_FOR_PREDEFINED_CLIENT;Change authentication key with new keys for predefined client;Authentifizierungsschl?l mit neuen Schl?ln f?inen vordefinierten Client ?ern;;;;;
DMC;DOMAIN;SecurityMessage.CHANGE_AUTHENTICATION_KEY_USING_SERVICE_KEY_AND_NEW_PLAIN_KEY;Change authentication key using service key and new plain key;Authentifizierungsschl?l unter Verwendung des Dienstschl?ls und des neuen einfachen Schl?ls ?ern;;;;;
DMC;DOMAIN;AlarmConfigurationMessage.CONFIGURE_PUSH_EVENT_NOTIFICATION_OBJECT_DEFINITIONS;Configure push event notification object definitions;Objektdefinitionen der Push-Ereignisbenachrichtigungen konfigurieren;;;;;
DMC;DOMAIN;LoadBalanceDeviceMessage.CONFIGURE_LOAD_LIMIT_PARAMETERS_EXCEPT_EMERGENCY_ONES;Configure load limit parameters (except emergency ones);Parameter f?astgrenzwert konfigurieren (au?r die f?otf?e);;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.ACTIVITY_CALENDER_SEND_WITH_DATETIME_AND_CONTRACT;Send activity calendar with activation date and contract;Aktivit?nkalender mit Datum und Vertrag versenden.;;;;;
DMC;DOMAIN;MBusSetupDeviceMessage.ScanAndInstallWiredMbusDeviceForGivenMeterIdentification;Scan and install wired MBus device for given meter identification;MBus-Kabelger?f?estimmte Z?eridentifizierung scannen und installieren;;;;;
DMC;DOMAIN;ZigBeeConfigurationDeviceMessage.ZigBeeNCPFirmwareUpdateWithUserFileAndActivate;ZigBee NCP firmware update with file and activation date;ZigBee-NCP-Firmware-Aktualisierung mit Userdatei und Aktivierungsdatum;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.UPGRADE_FIRMWARE_WITH_USER_FILE_AND_RESUME_OPTION_AND_TYPE;Upload firmware with resume option and type and activate immediately;Firmware mit Fortsetzungsoption und Typ hochladen und sofort aktivieren;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.SPECIAL_DAY_CALENDAR_WITH_GIVEN_TABLE_OBIS_FROM_XML;Send special days from XML, with obiscode ;Sondertage aus XML-Datei mit OBIS-Code senden ;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.UPGRADE_FIRMWARE_WITH_USER_FILE_RESUME_AND_IMAGE_IDENTIFIER;Download and verify firmware;Firmware herunterladen und pr?;;;;;
DMC;DOMAIN;LoadBalanceDeviceMessage.CONFIGURE_LOAD_LIMIT_THRESHOLD_AND_DURATION_WITH_TARIFFS;Configure the load limit threshold and duration with tariffs;Lastgrenz-Grenzwert und Dauer mit Tarifen konfigurieren;;x;;;
DMC;DOMAIN;ACE4000ConfigurationMessages.SPECIAL_BILLING_REGISTER_RECORDING_MAX_NUMBER_RECORDS;Special billing register recording: max number of records (min 1, max 65535);Spezielle Aufzeichnung des Abrechnungsregisters: maximale Anzahl der Datens?e (min. 1, max. 65535);;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.SPECIAL_DAY_CALENDAR_SEND_WITH_CONTRACT_AND_DATETIME;Send special days calendar with contract and activation date;Sondertage-Kalender mit Datum und Vertrag versenden.;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.ACTIVITY_CALENDER_FULL_CALENDAR_WITH_DATETIME_AND_TYPE;Send full calendar with activation date and type;Vollst?igen Kalender mit Aktivierungsdatum und Typ senden;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.ACTIVITY_CALENDAR_SEND_WITH_DATETIME_FROM_XML_USER_FILE;Send activity calendar with activation date from XML file;Aktivit?nkalender mit Aktivierungsdatum aus XML-Datei senden;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.CHANGE_OF_SUPPLIER_EXPORT_ENERGY_AND_ACTIVATION_DATE;Set Supplier A- and activation date;Lieferanten A- und Aktivierungsdatum einstellen;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.CHANGE_OF_SUPPLIER_IMPORT_ENERGY_AND_ACTIVATION_DATE;Set Supplier A+ and activation date;Lieferanten A+ und Aktivierungsdatum einstellen;;;;;
DMC;DOMAIN;ConfigurationChangeDeviceMessage.ENABLE_PUSH_ON_INTERVAL_OBJECTS_WITH_TIME_DATE_ARRAY;Enable push on interval objects, with time date array;Einlesen in den Stapelspeicher bei Intervallobjekten, mit Zeit/Datumsfeld aktivieren;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.UPGRADE_FIRMWARE_WITH_USER_FILE_AND_ACTIVATE_AND_IMAGE_IDENTIFIER;Upload firmware with file, activation date and image identifier;Firmware mit Datei, Aktivierungsdatum und Bildbezeichnung hochladen;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.ACTIVITY_CALENDER_FULL_CALENDAR_WITH_DATETIME_AND_CONTRACT;Send full calendar with activation date and contract;Vollst?igen Kalender mit Aktivierungsdatum und Vertrag senden;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.FIRMWARE_IMAGE_ACTIVATION_WITH_DATA_PROTECTION_AND_ACTIVATION_DATE;Firmware image activation with data protection and activation date;Aktivierung des Firmwareabbilds mit Datenschutz und Aktivierungsdatum;;;;;
DMC;DOMAIN;ActivityCalendarDeviceMessage.ACTIVITY_CALENDER_SEND_WITH_DATETIME_AND_DEFAULT_TARIFF_CODE;Send activity calendar with activation date and default tariff code;Aktivit?nkalender mit Aktivierungsdatum und Standardtarifcode senden;;;;;
DMC;DOMAIN;FirmwareDeviceMessage.UPGRADE_FIRMWARE_WITH_USER_FILE_AND_ACTIVATE_AND_IMAGE_IDENTIFIER_AND_RESUME;Upload firmware with activation date, image identifier and resume;Firmware mit Aktivierungsdatum, Bildbezeichnung und Zusammenfassung hochladen;;;;;
DMC;DOMAIN;;type;?erwachungsparameter f?odem schreiben;;;;;
DMC;;;type;?erwachungsparameter f?odem schreiben;;;;;
DSH;REST;general.run;Run;Ausf?n;;;;;
DSH;REST;general.XonY;{0} on {1};{0} an {1};;;;;
DSH;REST;general.back;Back;Zur?;;;;
DSH;REST;general.name;Name;Name;;;;;
DSH;REST;general.next;Next;Weiter;;;;;
DSH;REST;general.save;Save;Speichern;;;;;
DSH;REST;general.type;Type;Typ;;;;;
DSH;REST;general.every;Every;Jede/Alle;;;;;
DSH;REST;general.Status;Status;Status;;;;;
DSH;REST;general.cancel;Cancel;Abbrechen;;;;;
DSH;REST;general.device;Device;Ger?;;;;
DSH;REST;general.finish;Finish;Beenden;;;;;
DSH;REST;general.runNow;Run now;Jetzt ausf?n;;;;;
DSH;REST;general.status;Status;Status;;;;;
DSH;REST;general.confirm;Confirm;Best?gen;;;;;
DSH;REST;general.refresh;Refresh;Aktualisieren;;;;;
DSH;REST;general.urgency;Urgency;Dringlichkeit;;;;;
DSH;REST;general.viewLog;View log;Ereignisprotokoll anzeigen;;;;;
DSH;REST;title.dashboard;Dashboard;?ersicht;;;;;
DSH;REST;title.workspace;Workspace;Arbeitsbereich;;;;;
DSH;REST;general.commTask;Communication task;Kommunikationstask;;;;;
DSH;REST;general.schedule;Schedule;Planen;;;;;
DSH;REST;general.frequency;Frequency;H?igkeit;;;;;
DSH;REST;general.startedOn;Started on;Begonnen am;;;;;
DSH;REST;general.workspace;Workspace;Arbeitsbereich;;;;;
DSH;REST;general.bulkAction;Bulk action;Bulk-Aktion;;;;;
DSH;REST;general.connection;Connection;Verbindung;;;;;
DSH;REST;general.deviceType;Device type;Ger?typ;;;;;
DSH;REST;general.finishedOn;Finished on;Beendet am;;;;;
DSH;REST;general.lastResult;Last result;Letztes Ergebnis;;;;;
DSH;REST;general.uncheckAll;Uncheck all;Alle Markierungen entfernen;;;;;
DSH;REST;general.connections;Connections;Verbindungen;;;;;
DSH;REST;general.deviceGroup;Device group;Ger?gruppe;;;;;
DSH;REST;general.viewHistory;View history;Verlauf anzeigen;;;;;
DSH;REST;general.commPortPool;Communication port pool;Kommunikationsanschlusspool;;;;;
DSH;REST;general.confirmation;Confirmation;Best?gung;;;;;
DSH;REST;general.currentState;Current status;Aktueller Status;;;;;
DSH;REST;general.deviceConfig;Device configuration;Ger?konfiguration;;;;;
DSH;REST;general.latestResult;Latest result;Aktuellste Ergebnisse;;;;;
DSH;REST;general.latestStatus;Latest status;Aktuellster Zustand;;;;;
DSH;REST;general.runSucceeded;Run succeeded;Erfolgreich ausgef?;;;;;
DSH;REST;general.selectAction;Select action;Aktion ausw?en;;;;;
DSH;REST;general.actionDetails;Action details;Aktionsdetails;;;;;
DSH;REST;general.bulkStep.title;Step {0}:;Schritt {0}:;;;;;
DSH;REST;general.communications;Communications;Mitteilungen;;;;;
DSH;REST;general.connectionType;Connection type;Verbindungstyp;;;;;
DSH;REST;general.lastConnection;Last connection;Letzte Verbindung;;;;;
DSH;REST;general.lastRefreshedAt;Last refreshed at {0};Letzte Aktualisierung um {0};;;;;
DSH;REST;general.viewConnections;View connections;Verbindungen anzeigen;;;;;
DSH;REST;widget.myWorkList.title;My worklist;Meine Arbeitsliste;;;;;
DSH;REST;connection.bulk.allLabel;All connections;Alle Verbindungen;;;;;
DSH;REST;general.connectionMethod;Connection method;Verbindungsmethode;;;;;
DSH;REST;issues.limitNotification;Keep typing to narrow down;Die Eingabe zur Eingrenzung fortsetzen.;;;;;
DSH;REST;widget.myWorkList.alarms;Alarms;Alarmmeldungen;;;;;
DSH;REST;widget.myWorkList.issues;Issues;Probleme;;;;;
DSH;REST;communication.empty.title;No communications found;Keine Mitteilungen gefunden;;;;;
DSH;REST;general.communicationTask;Communication task;?ertragungsaufgabe;;;;;
DSH;REST;general.dataCommunication;Data communication;Daten?tragung;;;;;
DSH;REST;general.nextCommunication;Next communication;N?ste Kommunikation;;;;;
DSH;REST;general.unassignedCounter;Unassigned ({0});Nicht zugewiesen ({0});;;;;
DSH;REST;title.connections.overview;Connections overview;Verbindungs?sicht;;;;;
DSH;REST;widget.myWorkList.topLabel;Top {0} most urgent user tasks;Die wichtigsten {0} dringenden Benutzeraufgaben;;;;;
DSH;REST;communication.bulk.allLabel;All communications;Alle Mitteilungen;;;;;
DSH;REST;widget.myWorkList.userTasks;User tasks;Benutzeraufgaben;;;;;
DSH;REST;device.communication.run.now;Run now succeeded;Jetzt erfolgreich ausgef?;;;;;
DSH;REST;connection.bulk.selectedLabel;Selected connections;Ausgew?te Verbindungen;;;;;
DSH;REST;overview.widget.label.success;{0}% success;<b>{0}%</b> Erfolg;;;;;
DSH;REST;overview.widget.summary.title;Summary;?ersicht;;;;;
DSH;REST;title.communications.overview;Communications overview;Mitteilungs?sicht;;;;;
DSH;REST;communication.empty.list.item1;No communications in the system.;Keine Mitteilungen im System.;;;;;
DSH;REST;communication.empty.list.item2;No communications comply with the filter.;Anhand der angewandten Filter wurden keine Mitteilungen gefunden.;;;;;
DSH;REST;connection.bulk.allDescription;Select all connections (related to filters and grouping on the connections screen);Alle Verbindungen ausw?en (anhand der Filter und Gruppierung auf dem Verbindungsbildschirm).;;;;;
DSH;REST;connection.bulk.attribute.edit;Edit connection attribute;Verbindungsattribut bearbeiten.;;;;;
DSH;REST;general.alwaysExecuteOnInbound;Always execute on inbound;Am Eingang immer ausf?n.;;;;;
DSH;REST;general.viewCommunicationTasks;View communication tasks;?ertragungsaufgaben anzeigen;;;;;
DSH;REST;overview.widget.overview.title;Overview;?ersicht;;;;;
